compound,spacegroup,grueneisen_parameter,bulk_modulus,poisson_ratio,heat_capacity,thermal_conductivity,thermal_expansion,material_type,debye_temperature
Zn1Zr2,139,1.73124,91.2373,0.345451,8.82272,7.2779,3.66E-05,Metal,268.06
C1V1,225,1.92348,282.584,0.206732,3.87451,96.1928,1.93E-05,Metal,941.103
In3Ni2,164,2.42419,83.0248,0.291341,15.0619,3.2379,6.46E-05,Metal,285.842
C4V8,60,1.9289,232.82,0.290866,28.8699,13.2291,2.39E-05,Metal,666.944
Dy3Pt3Sn3,189,2.23347,100.295,0.294999,26.8888,2.91049,4.04E-05,Metal,242.005
As4Cd2,98,2.20194,46.5397,0.283313,18.3194,2.21396,7.21E-05,Non-Metal,239.072
Ge2Mn4O8,55,2.14513,155.823,0.311379,37.0911,4.53693,4.45E-05,Non-Metal,536.919
Co4Sb12,204,2.32475,72.8817,0.2106,47.3228,2.63431,5.31E-05,Non-Metal,310.895
Cu2Ir4S8,227,2.26761,127.29,0.337571,40.8576,2.30535,3.98E-05,Metal,318.929
La2Mg4,227,1.66489,33.137,0.272537,18.054,3.30268,7.06E-05,Metal,246.956
Ir2V6,223,2.02713,221.828,0.277445,21.6736,12.9405,2.40E-05,Metal,466.055
Al1Mn1Rh2,225,2.18053,155.907,0.286061,11.174,10.9375,3.68E-05,Metal,421.999
N4,199,2.45311,265.002,0.163444,4.88707,47.4827,2.13E-05,Non-Metal,1395.45
Al3Dy3Ni3,189,1.87372,87.0271,0.33698,26.6961,2.79558,4.74E-05,Metal,266.997
Ag2Si2Yb1,139,2.34381,60.5974,0.274824,15.2776,2.72167,7.82E-05,Metal,263.91
Al2N2,186,1.85274,184.386,0.240944,8.06289,39.0432,2.55E-05,Non-Metal,898.03
Al1Cu2Ti1,225,2.09864,116.345,0.314028,11.3375,7.30709,4.82E-05,Metal,404.055
P2Sb2Ti4,194,1.95963,105.953,0.25654,22.2907,8.25411,3.66E-05,Metal,422.043
Ba6O18Ti6,194,2.08153,140.803,0.256314,79.2685,4.05023,3.75E-05,Non-Metal,531.105
Al1Cu2Zr1,225,2.07431,114.037,0.32509,11.5328,6.4612,4.55E-05,Metal,356.963
Tb1Tl3,221,2.39737,40.8004,0.367215,12.6945,0.665623,8.85E-05,Metal,118.942
Mg1Sr1,221,1.78722,17.1432,0.22461,6.21993,4.22988,0.000114629,Metal,223.123
B4Tc2,194,1.92157,297.418,0.183785,12.1192,50.2164,1.93E-05,Metal,892.973
Bi1Ho1Pd1,216,2.20503,73.2427,0.302127,9.08335,4.10256,4.84E-05,Metal,207.048
Hg1La1,221,2.11853,45.3359,0.354879,6.18542,2.09781,6.35E-05,Metal,141.008
Ir4Sr2,227,2.31581,134.013,0.323622,17.84,3.76234,3.61E-05,Metal,251.974
N2U1,225,2.01173,244.057,0.365915,8.51648,11.6899,2.52E-05,Non-Metal,360.996
Hf1Ru1,221,1.93317,188.01,0.277717,5.69513,26.312,2.33E-05,Metal,349.029
In2Pd4Tb4,127,2.09106,77.7483,0.32495,30.1551,1.86987,4.84E-05,Metal,217.987
O14Pb4Sb4,227,2.27071,123.33,0.196273,60.6059,4.30099,4.62E-05,Metal,467.914
Cd4Ho16Rh4,216,1.89,60.4043,0.290903,72.4016,1.24315,4.88E-05,Metal,202.93
Be2Hf2,63,1.45115,112.752,0.281534,11.5035,16.0243,3.22E-05,Metal,322.971
Cr1Si2,139,2.10058,177.279,0.158716,6.57248,46.7959,2.88E-05,Metal,800.812
Al3Sc1,139,1.97448,73.1828,0.204141,10.5444,14.2961,5.12E-05,Metal,549.215
F3Pb1Rb1,221,2.21693,32.8229,0.329346,15.903,1.07497,0.000118307,Non-Metal,198.051
Al16Ru7Zr6,225,1.94366,141.28,0.328145,81.1882,2.77407,3.20E-05,Metal,403.995
Au2Hf2,129,2.17226,128.363,0.317213,11.9293,5.24308,3.48E-05,Metal,230.991
Pt2Tl4,140,2.95089,53.1434,0.385392,19.5343,0.363046,0.000100305,Metal,123.963
As2Nb6Te6,176,2.09242,97.4212,0.224974,40.173,5.15097,3.36E-05,Metal,348.918
Ag1La1,221,2.0641,40.4167,0.383687,6.21226,1.45764,7.19E-05,Metal,137.054
Al9Ba1Ni2,191,2.09742,74.7367,0.249074,33.6431,4.13762,5.75E-05,Metal,443.015
Al8Er1Mn4,139,2.02401,122.598,0.22246,34.1752,8.09491,3.95E-05,Metal,542.034
Cr1Dy4Ga12,229,2.16628,70.552,0.27218,51.0382,1.72541,6.48E-05,Metal,280.888
Au2Cd2,51,2.8371,69.4198,0.403873,12.7979,0.540213,8.70E-05,Metal,140.029
Be2Ta4,140,1.61119,179.314,0.229172,16.7029,23.8404,2.22E-05,Metal,398.041
H2Mg1Ni1,123,1.90083,88.2167,0.277667,10.7559,8.17608,8.67E-05,Metal,549.319
Co2Ga1Hf1,225,1.367,112.512,0.286213,11.4803,18.1245,3.21E-05,Metal,325.997
P1Zr1,225,1.93741,129.279,0.269987,5.46939,25.8274,2.97E-05,Metal,452.929
Ge2La1Rh2,139,2.2539,122.809,0.269597,14.3923,7.63824,3.72E-05,Metal,351.912
Mn1Te1,216,2.09736,33.0474,0.355585,6.19816,1.92182,7.48E-05,Non-Metal,164.942
Cl6Pt1Rb2,225,2.35045,30.3534,0.250161,28.1032,1.3511,0.000103972,Non-Metal,253.953
O8Zr4,62,2.03264,243.491,0.327805,30.5377,8.37363,2.73E-05,Non-Metal,584.018
Al2O8P2,186,1.89534,125.216,0.353801,30.293,6.164,2.87E-05,Non-Metal,596.873
N6Tl2,140,2.04852,72.1852,0.322122,23.747,2.58524,5.93E-05,Non-Metal,296.911
Al3Ir3Th3,189,2.04305,127.016,0.34755,26.6826,3.087,2.97E-05,Metal,236.009
Hf10Sn8,193,2.02863,104.188,0.269675,53.0713,2.94461,3.48E-05,Metal,268.025
P8Pt4,205,2.32641,162.746,0.227241,32.8849,7.39102,3.33E-05,Non-Metal,461.995
Rh8Sn26Sr6,223,2.35216,62.1272,0.311201,121.923,0.564191,6.05E-05,Metal,224.956
Se8Ta4,187,2.13249,88.3215,0.238382,35.0167,4.1952,3.85E-05,Metal,312.079
As2Cu2K4,63,2.13395,22.2006,0.296988,25.5528,0.875228,0.000133964,Non-Metal,212.143
C2Re1,123,2.02781,347.171,0.240684,7.25971,49.5945,2.05E-05,Metal,657.111
Al16Pt7Zr6,225,2.09801,137.045,0.259611,81.3292,3.40706,3.51E-05,Metal,409.042
Au4S4Ta20,216,2.02465,186.84,0.324509,81.4744,2.72587,2.35E-05,Metal,288.017
Ir5Th1,191,2.28277,233.762,0.316977,17.419,7.77149,2.15E-05,Metal,296.013
Na8Si46,223,2.33668,68.0762,0.254725,146.351,1.3525,6.13E-05,Metal,523.802
F6K2Si1,225,2.0603,62.197,0.320446,25.7523,2.62856,7.88E-05,Non-Metal,427.13
Ga2Th1,191,2.23127,85.959,0.222783,8.82722,9.53787,4.43E-05,Metal,303.947
I1Tl1,221,2.43505,12.0519,0.320531,6.9531,0.488967,0.000211593,Non-Metal,93.8737
Cs1F1,225,2.28832,15.513,0.313934,6.80724,0.923511,0.000205395,Non-Metal,148.871
K2Nb2Se4,194,2.12779,69.9941,0.228798,23.1822,5.06463,4.99E-05,Non-Metal,353.059
Be1Te1,225,1.91299,61.445,0.253285,5.90444,10.0176,6.31E-05,Metal,313.92
Cu2Sb2Sr2,194,2.14335,43.2209,0.210025,18.1777,3.42814,7.36E-05,Metal,266.942
B4Cr1,71,1.79363,261.802,0.146007,7.17238,80.6931,1.75E-05,Metal,1249.8
Sb2Sc4,129,1.99512,64.1308,0.261099,17.5465,5.29646,4.95E-05,Metal,322.008
Al2Hf2,63,1.85324,112.065,0.238203,11.4385,14.1102,3.34E-05,Metal,351.073
Ba1O3Th1,221,1.7397,93.8571,0.304672,14.493,8.21256,3.39E-05,Non-Metal,311.004
Ca2O8Pd6,223,2.32809,144.418,0.354964,46.0508,1.90335,4.94E-05,Metal,377.853
Er4O14Sn4,227,2.13283,156.141,0.269272,60.1182,4.27273,3.75E-05,Non-Metal,468.959
Ca3Ge1O1,221,2.02049,52.1035,0.169929,14.077,8.64534,6.69E-05,Metal,444.061
La2Rh2,63,1.90943,76.119,0.373876,12.0566,2.59552,4.14E-05,Metal,187.988
Bi4Mg2O12,136,2.34638,119.158,0.277856,51.3295,2.57477,5.53E-05,Metal,410.832
Pt8Zr16,227,1.95643,134.769,0.408749,71.6248,0.897416,2.83E-05,Metal,200.968
Hf4Pb4S12,62,1.93136,70.7281,0.23343,58.5064,3.01534,4.35E-05,Non-Metal,307.015
As2Pt2Sr2,194,2.29787,71.6781,0.330995,18.2208,1.99819,5.38E-05,Metal,217.019
Cu8O6,141,2.21611,111.364,0.419224,42.1279,0.710014,6.38E-05,Non-Metal,272.995
Hg2Y1,191,2.55709,57.2206,0.301122,9.35696,2.15556,7.40E-05,Metal,184.923
N2W1,187,2.08191,341.015,0.235316,7.23632,49.1319,2.03E-05,Non-Metal,662.033
Mo12P4,121,2.07913,244.592,0.330017,43.747,6.2961,2.12E-05,Metal,444.063
Ru1Sb1V1,216,2.18007,150.229,0.357236,8.72185,7.1977,3.08E-05,Non-Metal,308.972
N2Sb1Th2,139,1.9067,103.42,0.314111,14.6752,6.6404,2.95E-05,Metal,268.022
Al4Cd2O8,227,1.97896,164.985,0.324604,36.6475,5.34032,3.86E-05,Non-Metal,547.086
Ge4Ni8,62,2.31754,158.251,0.373514,35.0865,1.8863,4.84E-05,Metal,334.069
Ce4Ge4Ir4,62,2.16906,138.108,0.351422,35.5251,2.35879,3.21E-05,Metal,251.945
La1Os4P12,204,2.17337,166.47,0.241783,45.9049,6.78431,2.99E-05,Metal,482.927
Be5Sc1,191,1.63582,100.094,0.13815,11.7433,32.544,3.96E-05,Metal,935.687
Bi1Ho1,225,1.94696,51.4034,0.25479,6.05889,6.53478,4.89E-05,Metal,187.03
Bi4O12Rb12,198,2.15065,34.6709,0.28736,87.0688,0.572559,9.63E-05,Non-Metal,224.034
Ho1Mg1,221,1.54628,39.7344,0.29629,6.02713,6.36478,5.69E-05,Metal,200.003
Ni2Ta2Te10,63,2.10909,63.3349,0.2539,41.8408,2.32505,4.68E-05,Metal,250.095
Al1Mn1Pd2,225,2.30779,116.499,0.382075,11.9699,2.62667,5.17E-05,Metal,268.896
N3Ta3,191,2.0072,280.82,0.288288,16.2238,17.2929,2.20E-05,Metal,466.956
Ba1Li1P1,187,1.90822,33.6919,0.230488,9.07683,5.13143,8.68E-05,Non-Metal,279.96
Cr4Hg2S8,227,2.14649,70.2784,0.321917,41.6205,1.69273,5.90E-05,Non-Metal,299.076
Ge2Hf2V2,129,1.94669,147.701,0.274598,17.0332,10.4832,3.00E-05,Metal,368.04
As3Ru3Zr3,189,2.17995,177.701,0.304684,25.2838,6.81657,2.79E-05,Metal,394.924
Ge8La4Li4,62,2.04604,54.7457,0.20983,47.3017,2.61384,6.62E-05,Metal,322.897
Cl2F12Pb7,174,2.19919,57.6613,0.329645,64.8632,0.675226,8.46E-05,Non-Metal,224.974
Ag2In1La1,225,2.40582,50.9111,0.374589,12.5416,0.956782,7.97E-05,Metal,161.011
As12Rh4,204,2.28163,104.956,0.242048,45.6804,3.73202,4.20E-05,Metal,382.906
Hg2Rh1,123,2.73288,76.8108,0.30786,9.29434,2.48734,6.55E-05,Metal,204.006
La2S4,129,1.95662,73.843,0.294122,17.49,5.10396,4.45E-05,Metal,319.971
Ru8Zr4,194,2.30167,191.517,0.395852,35.1942,1.955,2.85E-05,Metal,280.061
Al1Ir1,221,2.12075,223.592,0.282003,5.57807,25.107,2.66E-05,Metal,408.989
Fe1Ga12Tb4,229,2.14164,63.8991,0.23545,50.9586,1.96319,6.85E-05,Metal,290.918
O8P2Pr2,141,2.01814,158.89,0.33873,32.3375,5.22204,3.36E-05,Non-Metal,488.945
In1La1,221,1.99587,44.4721,0.321931,6.10881,3.68961,5.81E-05,Metal,179.048
B12Sc1,139,1.64579,206.915,0.165841,17.9876,40.1159,1.86E-05,Metal,1285.07
In1Li2Pd1,216,2.27113,47.3167,0.364318,12.7066,1.20253,0.000118934,Metal,218.985
Ag4Ca4Sb4,62,2.16201,42.3177,0.26875,36.8394,1.39265,7.94E-05,Non-Metal,234.09
Ge1Se1,225,1.92579,52.9958,0.192491,5.88454,12.6016,6.21E-05,Non-Metal,322.899
Al2O4Rb2,227,1.92656,84.6063,0.29825,22.3192,5.31359,5.04E-05,Non-Metal,437.139
Ba2N4Zr2,129,1.943,111.755,0.323064,22.881,5.23702,3.57E-05,Non-Metal,357.061
As2Pd2Sr2,194,2.22157,60.3966,0.318143,18.185,2.19356,6.09E-05,Metal,240.098
Au2La2Pb2,194,2.37605,55.8765,0.277707,18.453,1.90867,6.08E-05,Metal,186.922
N2Sr2Zn1,139,2.00828,66.7712,0.275595,14.5818,5.27468,6.02E-05,Non-Metal,349.049
Ge3Pd1Sr1,107,2.25365,62.968,0.345372,15.2696,1.86086,6.75E-05,Metal,230.039
Bi4Li4Sr4,62,1.92616,26.8815,0.193371,37.2172,1.56568,9.79E-05,Non-Metal,211.895
Na2O1,225,2.04737,37.2092,0.246272,8.86953,4.91614,0.00013755,Non-Metal,435.964
Al4La1,139,1.9793,64.2902,0.352812,14.8376,2.97362,5.67E-05,Metal,289.981
Ni4Pd4Te4,62,2.54402,107.774,0.347638,36.2267,1.30691,5.60E-05,Metal,262.916
Be8V4,194,2.85716,102.96,0.157946,27.1274,5.78233,7.65E-05,Metal,803.192
Mo1P1,187,2.07004,209.076,0.240167,5.09196,45.0686,2.32E-05,Metal,580.037
Au2Sb2Yb2,186,2.28286,51.1286,0.280778,18.5639,1.73282,7.10E-05,Metal,183.953
As2Ca4,139,1.77816,36.2358,0.182101,17.5624,6.01471,6.78E-05,Metal,337.97
In1Mn1Ti2,216,2.06924,114.202,0.451379,12.1269,0.923756,4.45E-05,Non-Metal,180.042
C1Nb1,216,1.85602,197.681,0.334033,5.36689,26.8897,2.38E-05,Metal,481.945
Ir6Mg18,185,1.93864,72.6679,0.307752,70.9742,1.52744,5.69E-05,Metal,298.959
Er4O14Ti4,227,1.97424,184.354,0.266916,56.8509,6.62512,3.10E-05,Non-Metal,560.982
Ca4Li4N4,62,1.91469,62.7007,0.256963,32.1089,4.27239,7.32E-05,Non-Metal,543.681
As1Th1,225,2.06885,91.8679,0.321593,5.95286,8.14544,3.18E-05,Metal,226.997
Sc10Si6,193,1.87881,83.7112,0.184591,41.5447,8.43432,3.79E-05,Metal,558.184
Ba1Ir2P2,139,2.2058,131.792,0.276656,14.4475,8.13818,3.25E-05,Metal,332.063
P4W2,36,2.06349,189.298,0.210233,15.8263,20.5636,2.58E-05,Metal,520.913
Co4Sb12,204,2.32687,72.849,0.211508,47.3352,2.60394,5.31E-05,Non-Metal,310.008
Fe1Sb1V1,216,2.19865,144.539,0.322868,8.57839,9.4013,3.60E-05,Non-Metal,366.042
Al2Cd1Te4,82,2.10736,36.3391,0.248153,21.3475,2.2933,6.91E-05,Non-Metal,227.902
Ce2Os4,227,2.10484,210.259,0.446809,18.0035,1.24337,2.20E-05,Metal,158.013
B2V1,191,1.80707,267.957,0.174168,5.10058,93.6017,1.92E-05,Metal,1081.17
Br3Cs1Ge1,221,2.10669,18.6657,0.269712,16.065,1.09442,0.000131072,Non-Metal,169.149
As8Pt4,205,2.43026,124.635,0.244859,34.7837,4.02786,4.08E-05,Metal,346.992
Au8Zn24,223,2.64172,71.264,0.359128,101.646,0.311753,9.94E-05,Metal,209.89
As2Au2Ba2,194,2.22724,45.1068,0.250913,18.4459,2.24609,7.02E-05,Metal,206.9
O2Zn2,186,1.94612,123.836,0.333821,11.2495,7.37973,5.14E-05,Non-Metal,422.045
Hf3Mo3P3,189,2.02929,197.116,0.253051,24.7053,12.2959,2.41E-05,Metal,439.082
Cd24N16,206,2.2682,86.0131,0.338523,120.226,0.66735,6.31E-05,Metal,278.975
Ho1Tl3,221,2.43723,39.4906,0.392598,12.8104,0.456274,9.58E-05,Metal,105.935
B6Co2W6,63,1.97242,326.415,0.249346,36.0372,15.5193,2.02E-05,Metal,556.084
K3Sb1,225,1.99783,10.2937,0.303015,13.3538,0.640055,0.000199221,Non-Metal,145.957
Ni2Sc1Sn1,225,2.18019,109.356,0.312912,11.6439,5.89955,4.88E-05,Metal,342.052
C2Ga2Ti4,194,1.92218,149.981,0.189395,19.5643,20.3144,2.94E-05,Metal,648.12
Au2Rb2Te2,194,2.41433,23.996,0.273013,19.3658,0.835683,0.000117657,Metal,153.878
Al3Ta1,139,1.91519,122.42,0.199902,10.7979,20.9283,3.51E-05,Metal,485.052
Fe4Si4Zr4,62,1.96381,162.885,0.241627,31.4332,11.0464,2.84E-05,Metal,534.005
F4S4Y4,194,1.9737,79.282,0.319936,34.5175,3.0058,4.72E-05,Non-Metal,361.999
Co4Dy4Sn4,62,2.06994,68.3616,0.247951,35.8197,2.77542,5.32E-05,Metal,268.037
La1Sn3,221,2.15571,49.0879,0.354406,12.3019,1.57155,6.17E-05,Metal,168.93
Au2Ho1In1,225,2.487,78.2443,0.392617,12.4243,0.966895,6.19E-05,Metal,149.084
Ho1In1,221,1.90685,54.3036,0.343466,6.09591,3.56085,5.43E-05,Metal,169.033
Cd4O14Sb4,227,2.4621,146.656,0.272074,60.1907,2.9836,4.70E-05,Non-Metal,489.061
Bi8La6Pt6,220,2.24155,73.5583,0.348529,60.9264,0.729181,4.56E-05,Metal,169.977
Mg1Se1,225,1.92866,55.5353,0.231607,5.80201,11.9223,6.35E-05,Non-Metal,363.883
B4C4Gd2,131,1.71734,183.705,0.226327,24.1606,19.8115,2.84E-05,Metal,662.087
Ag2Dy2Pb2,186,2.33073,54.6217,0.27085,18.4953,2.00414,6.80E-05,Metal,198.06
N1Rh1,187,2.34638,239.784,0.408704,5.75997,6.3068,3.62E-05,Metal,351.984
Er4Mg2Se8,227,1.90248,54.318,0.331479,42.1839,1.39684,5.04E-05,Non-Metal,213.962
S7Tb5,12,1.93297,77.7653,0.288913,35.1812,3.31136,4.20E-05,Metal,296.949
Cd1N1,225,2.33579,108.203,0.338817,5.9311,5.80048,6.23E-05,Metal,323.002
Re8Zr4,194,1.99834,242.218,0.399395,35.2043,2.97895,1.86E-05,Metal,247.971
C2Cs2Pt1,164,1.99299,43.6569,0.30666,15.2054,2.43896,6.16E-05,Non-Metal,209.966
Ca2Ge4,186,2.01357,47.0387,0.229264,17.7991,4.27108,6.90E-05,Metal,316.014
Ge4Y4Zn4,194,2.05174,71.8054,0.207237,34.764,4.34264,5.40E-05,Metal,357.972
Hf4La4O14,227,2.0226,164.917,0.26995,59.8796,5.26227,3.07E-05,Non-Metal,465.086
O4Si2,227,1.8583,139.105,0.338724,14.4819,13.6454,2.51E-05,Non-Metal,662.904
Si2,141,2.24554,97.4505,0.277912,5.28339,14.8449,5.22E-05,Metal,553.95
Os3Zr1,221,2.34656,243.479,0.311617,11.505,10.646,2.35E-05,Metal,330.032
Hg2Mg1,139,3.28542,18.479,0.36706,13.0314,0.314324,0.000371891,Metal,123.156
C4Co8Ta16,227,1.93648,231.902,0.298126,78.6557,4.86547,2.23E-05,Metal,382.017
La16O24,206,2.03655,107.356,0.329039,115.323,1.46822,3.82E-05,Non-Metal,343.069
C1Nb1,221,1.91982,259.632,0.441934,5.78963,5.84683,2.63E-05,Metal,305.966
Ag1C1,225,2.4541,98.7875,0.445519,6.24806,0.868197,7.87E-05,Metal,181.934
Pb2Te6Tl8,140,2.26271,24.4017,0.270893,51.3276,0.437946,0.000112445,Non-Metal,135.912
Be6N4,194,1.69878,197.279,0.172959,13.1933,38.6587,2.18E-05,Non-Metal,1327.9
S1Sn1,225,1.96141,49.2162,0.255447,5.96916,8.0644,6.15E-05,Metal,278.956
Ge26Ir8Y6,223,2.25572,111.74,0.21901,114.599,2.26526,4.19E-05,Metal,373.05
C1W1,216,1.91133,249.409,0.429155,5.87577,6.44998,2.32E-05,Metal,250.975
Rh4Si6Y6,63,2.0179,112.479,0.259626,44.8231,5.00075,3.51E-05,Metal,409.041
La3Tl1,221,1.99213,34.9484,0.379679,12.4049,0.817017,6.83E-05,Metal,116.973
Rh3Sn3Tb3,189,2.14576,98.6602,0.343255,26.9355,2.18837,4.06E-05,Metal,231.028
Cr2O8P2,63,2.09134,188.246,0.217925,24.7097,16.0695,2.81E-05,Non-Metal,875.949
Al3Ni2,164,2.05896,121.131,0.23857,13.0741,13.3435,4.30E-05,Metal,555.898
Ba1O3Tb1,221,1.83816,81.3609,0.271682,14.5037,7.16706,4.94E-05,Metal,337.042
C2Ti4Tl2,194,2.01424,134.258,0.211256,21.9416,11.5121,3.44E-05,Metal,453.963
Cd1Er1,221,2.10596,52.7421,0.317059,6.1388,3.68017,6.36E-05,Metal,184.048
Si4Zr4,62,1.95381,135.212,0.230124,21.258,13.7277,2.90E-05,Metal,508.991
B4C4Ca2,131,1.73005,152.885,0.241794,20.2325,20.4665,2.80E-05,Metal,893.989
S12Sr4Zr4,62,1.96348,71.9493,0.278982,57.3079,2.7904,4.35E-05,Non-Metal,366.107
Ni1O1,225,2.09675,169.255,0.28359,5.18907,21.5038,4.46E-05,Non-Metal,572.08
Ca4Pt4Sn4,62,2.30003,73.0411,0.349068,36.5614,1.0489,5.51E-05,Metal,205.974
Rh4Yb2,227,2.26265,113.54,0.306747,17.8388,3.82443,4.41E-05,Metal,269.952
La3Pb3Pd3,189,2.29126,64.6314,0.308462,27.4705,1.53292,5.56E-05,Metal,199.031
Mn1Te1,225,1.95569,44.4822,0.278821,6.07306,6.01353,6.85E-05,Metal,236.016
Cu2Ho2Si2,194,2.01891,91.3416,0.229863,17.3021,7.6226,4.60E-05,Metal,354.937
Ho2Ni1Sn6,65,2.19365,59.6938,0.269774,27.2701,2.19898,5.89E-05,Metal,234.04
Al3Zr4,191,1.77466,101.624,0.202731,19.067,15.2362,3.22E-05,Metal,460.931
Nb6Si4,127,1.96617,184.712,0.240286,26.0406,15.0675,2.31E-05,Metal,538.9
Ru8Si16,64,2.19042,185.678,0.254699,61.3808,6.18898,2.87E-05,Non-Metal,579.95
Cl2Hg2,139,2.49398,26.4154,0.288514,13.0233,1.03633,0.000127316,Non-Metal,165.153
As4Dy4Ni2,194,2.02648,90.7483,0.275472,29.4192,3.83688,4.25E-05,Metal,290.936
Al1Bi1,216,2.10667,34.8951,0.25028,6.15243,4.40742,7.33E-05,Metal,201.104
N2Nb2,194,2.03845,291.928,0.288129,9.83212,29.2325,2.10E-05,Metal,633.089
Al12Re2,63,1.96915,110.285,0.237414,37.7959,6.76476,3.93E-05,Metal,490.915
Ni2Rh4S8,227,2.31565,117.596,0.372292,41.0024,1.55961,4.64E-05,Metal,325.013
Er6Ge26Rh8,223,2.21912,101.597,0.263257,116.654,1.56073,4.66E-05,Metal,333.092
P4,221,2.95383,101.4,0.208244,2.6276,18.4595,6.68E-05,Metal,603.924
Ga8N4V12,213,2.06779,181.64,0.266155,62.4764,5.62179,3.24E-05,Metal,552.123
Dy4Ge4Ni4,62,2.07956,100.252,0.275474,35.164,3.45402,4.56E-05,Metal,312.012
La2P4Rh4,129,2.248,140.417,0.290719,28.3671,5.13127,3.52E-05,Metal,385.938
P4Rh4Zr4,62,2.16749,188.278,0.27952,32.6057,7.73714,2.73E-05,Metal,466.916
Cd1S1,225,2.22838,64.5614,0.300976,6.00981,5.70308,6.56E-05,Non-Metal,282.884
K2N6,140,2.0384,75.0304,0.256174,20.3534,7.33008,5.22E-05,Non-Metal,611.04
P4V8,62,2.02045,189.977,0.275336,30.2959,10.519,2.76E-05,Metal,596.852
Cu2Se1,225,2.34042,64.865,0.431718,9.44001,0.661273,8.76E-05,Metal,163.078
Au4Bi2Tb10,140,1.98584,60.621,0.347956,48.7433,0.843526,4.84E-05,Metal,157.991
Pd4Si6Y6,63,2.05991,99.506,0.259472,45.4302,4.07673,3.98E-05,Metal,385.017
Co2Ge1Mn1,225,1.28226,63.8561,0.272932,11.5953,14.6521,5.97E-05,Metal,333.032
Hf1Pt3,221,2.33579,217.972,0.296909,11.6249,9.74129,2.61E-05,Metal,303.927
As7Mg6Ni16,225,2.33173,121.334,0.323226,83.7555,1.39471,5.58E-05,Metal,380.804
Hg1Mg1,221,2.53473,34.8832,0.272915,6.57121,2.26162,0.000141836,Metal,196.063
Sb6Si2Zr10,193,2.03548,110.781,0.243192,51.23,4.62615,3.32E-05,Metal,367.984
N4Zn12Zr12,227,1.95794,124.428,0.246932,77.6842,4.0278,3.64E-05,Metal,430.951
P4Ti4,194,1.90906,128.647,0.247054,20.465,13.5532,3.14E-05,Metal,577.946
F4Ni1Rb2,139,2.2782,42.2178,0.275025,21.698,1.79802,0.000121813,Non-Metal,311.926
Rh4Y2,227,2.18121,142.464,0.327278,17.4148,5.35345,3.35E-05,Metal,319.993
Mn1Ni6O8,225,2.0437,162.958,0.279984,38.6321,6.02782,4.25E-05,Non-Metal,581.087
Ba3Co3O6,152,2.05843,78.0578,0.330743,35.4788,1.99198,5.87E-05,Non-Metal,309.033
F6Mn1Rb2,225,2.29802,46.3305,0.302493,27.4705,1.58263,0.000106893,Non-Metal,332.225
As8Zr12,62,1.99812,120.749,0.289667,57.0049,3.72625,3.11E-05,Metal,360.025
Cd26K2,226,3.19314,14.9125,0.244343,124.357,0.220073,0.000411991,Metal,191.029
Ga1Li1Mg2,225,2.0913,31.7821,0.31406,12.5194,1.94365,0.000138203,Metal,294.061
Tl1Y1,221,2.08127,50.0797,0.363765,6.1586,2.14867,6.10E-05,Metal,149.018
Ba4Cu8Te8,62,2.22683,40.9172,0.307477,62.1466,0.628673,8.23E-05,Non-Metal,195.087
Ca1Se1,225,1.9176,43.8285,0.223825,5.8982,10.1306,6.41E-05,Non-Metal,319.078
B1Dy1Rh3,221,2.15434,170.64,0.285196,14.1496,9.96102,3.26E-05,Metal,384.897
Al3U1,221,2.18185,72.2257,0.19453,11.6292,8.42758,5.67E-05,Metal,359.07
Ba1O3Zr1,221,2.10688,139.311,0.24418,13.3638,14.012,3.50E-05,Non-Metal,508.052
Er4Pd4Sn4,62,2.25056,87.2816,0.341766,36.2317,1.40725,4.67E-05,Metal,217.039
Dy4Re8,194,1.91348,194.757,0.409748,35.6683,1.96345,2.10E-05,Metal,198.009
Al8Mg4,141,2.18559,50.5579,0.351476,35.8211,1.19206,9.05E-05,Metal,350.734
Eu2F8Mg2,63,2.10241,66.2283,0.271278,35.1791,2.44329,8.36E-05,Non-Metal,379.761
P7Pd9Zr5,38,2.26123,150.343,0.342701,60.5892,2.04678,3.66E-05,Metal,345.022
F3K1V1,221,2.20715,55.9337,0.287489,14.6785,3.42731,9.78E-05,Non-Metal,405.911
Al4Er2,227,1.85029,76.7983,0.205042,17.1331,9.53999,4.62E-05,Metal,374.087
Cu1Mg1Sn1,216,2.30217,50.7893,0.340995,9.30332,2.15744,8.82E-05,Metal,232.841
Er1H1,225,1.65735,63.5886,0.263104,5.98409,9.43127,7.09E-05,Metal,266.938
Ir3N3,221,2.20415,286.018,0.422351,17.6227,2.80254,2.71E-05,Metal,268.953
Cd6P4,224,2.31015,45.9902,0.320568,30.9454,1.04351,8.24E-05,Metal,224.006
Al1B1Be1,216,1.69771,131.567,0.139496,5.29998,67.878,2.96E-05,Metal,1044.13
La2Si4,141,2.04049,72.7778,0.328857,17.7428,3.24016,4.98E-05,Metal,288.887
Hf1Pd5,65,2.42562,151.519,0.329936,17.6907,3.86585,3.97E-05,Metal,295.021
Nb4Pt4Si4,62,2.15991,207.678,0.336147,34.2435,4.67846,2.61E-05,Metal,351.946
Rh1V1,123,2.45437,146.339,0.28594,5.68754,12.4472,4.38E-05,Metal,401.078
N6Rb2,140,2.03176,65.803,0.270619,22.2708,4.99295,5.73E-05,Non-Metal,455.035
